country,year,SHADOW,SHADOW_MIMIC,TAX,ACCOUNT,DIGPAY,ATM_per100k,LGDPPC,GDPPC_USD,OPEN,UNEMP,INFL,REMIT,URBAN,MOBILE,BROADBAND,REG_QUALITY,RULE_OF_LAW,INST
North Macedonia,2013,34.2068,35.9102,15.669,72.43196666666667,54.000151556977634,59.4085,8.489550817053148,4863.6809,104.8572,29.017,2.785,3.4764,58.5787,111.1246,16.8127,0.1454,-0.201,-0.027800000000000005
North Macedonia,2014,34.0794,35.4423,16.2353,71.7985,55.9217,61.2396,8.52788582095498,5053.75,112.5379,28.215,0.0,3.3739,58.8034,111.3426,17.7239,0.2802,-0.1921,0.044050000000000006
North Macedonia,2015,33.8359,35.0156,16.8182,73.3886,59.2129,66.9296,8.568396954796007,5262.6867,113.6984,26.395,0.0,3.2481,59.07,105.212,18.4017,0.2705,-0.2782,-0.0038499999999999923
North Macedonia,2016,33.679,34.3228,16.9512,74.9787,62.5041,66.2923,8.599684615458255,5429.9468,116.1854,24.312,0.0,2.9636,59.3823,104.5499,19.4534,0.2741,-0.3194,-0.022650000000000003
North Macedonia,2017,33.4255,34.0333,17.1611,76.5688,65.7953,65.8566,8.614468457355283,5510.8186,124.1373,22.857,1.3516,3.0506,59.7438,103.4587,20.4183,0.3426,-0.3143,0.014149999999999996
North Macedonia,2018,33.1964,33.6447,17.5749,78.748775,67.92712499999999,66.6129,8.647939536894816,5698.3933,133.2152,21.208,1.4583,2.9897,60.158,102.5723,22.2929,0.3988,-0.2268,0.086
North Macedonia,2019,33.1354,33.2678,17.0833,80.92875000000001,70.05895,67.0421,8.69309163075292,5961.5848,138.5762,17.414,0.7664,2.8131,60.6287,101.2316,23.9403,0.1928,-0.2862,-0.046700000000000005
North Macedonia,2020,32.6939,34.0679,16.127,83.108725,72.190775,64.4908,8.655863494691928,5743.7265,128.2412,16.575,1.2001,3.8029,61.1593,99.4724,25.4041,0.3034,-0.173,0.06520000000000001
Romania,2011,28.0644,32.2442,17.2154,44.5916,21.15454252296849,64.8541,8.992752844834726,8044.5719,76.2714,7.177,5.7893,0.3603,53.9609,115.4718,16.1875,0.3749,0.1521,0.2635
Romania,2012,27.8722,32.0657,17.1452,50.0068,29.42194496515259,65.0131,9.01606187503455,8234.2855,76.5943,6.794,3.3349,0.4094,53.9563,113.3024,17.5675,0.3077,0.1468,0.22725
Romania,2013,27.6866,31.7702,17.7604,55.422000000000004,37.36388230034059,63.941,9.022558945181649,8287.9584,81.3976,7.096,3.9847,2.532,53.9102,114.1908,18.8919,0.3895,0.2051,0.2973
Romania,2014,27.4994,31.5118,17.9382,60.8372,43.3209,65.2122,9.066640194924961,8661.474,83.3751,6.802,1.0683,2.5453,53.8267,114.7827,20.114,0.3877,0.3653,0.3765
Romania,2015,27.234,31.3004,18.9162,59.808733333333336,44.62233333333334,68.7605,9.1024229791811,8977.0175,83.5206,6.812,0.0,3.0308,53.7072,116.3503,21.449,0.4527,0.3856,0.41915
Romania,2016,26.9262,31.1018,17.1093,58.78026666666667,45.923766666666666,67.0021,9.136357585832519,9286.8768,85.8925,5.901,0.0,3.2003,53.5528,115.7908,22.4983,0.4475,0.3702,0.40885
Romania,2017,26.8158,30.5539,15.5817,57.7518,47.2252,67.13,9.220907047503408,10106.227,87.1561,4.927,1.339,3.1196,53.3649,113.7668,24.1489,0.4192,0.3958,0.4075
Romania,2018,26.6051,30.2983,14.4681,60.592725,51.296675,65.0297,9.279322452738247,10714.1701,87.0912,4.187,4.6255,2.8884,53.1446,115.4921,25.9702,0.3853,0.307,0.34614999999999996
Romania,2019,26.2461,30.075,14.5463,63.43365,55.36815,64.7518,9.32342941249924,11197.3163,84.9064,3.912,3.8279,3.2558,52.8932,116.2523,27.0606,0.3572,0.3668,0.362
Romania,2020,25.7619,30.8335,14.2496,66.274575,59.439625,63.2957,9.292293505930479,10854.0494,78.3616,5.035,2.6311,3.0427,52.6119,116.4782,29.3141,0.3027,0.4594,0.38105
Russian Federation,2011,40.1859,42.9716,13.9542,48.1785,32.30010925682809,117.2403,9.11831502419899,9120.8203,48.0354,6.571,8.4405,0.2983,73.8535,141.4512,12.2427,-0.381,-0.6854,-0.5332
Russian Federation,2012,40.1975,42.5913,13.7547,54.58003333333333,42.162227960928995,142.2477,9.155251536257753,9464.0107,47.1514,5.484,5.0747,0.2621,73.9727,144.1982,14.5008,-0.4319,-0.9651,-0.6985
Russian Federation,2013,40.007,42.6398,12.9335,60.981566666666666,50.67478543197445,156.4456,9.16967847922229,9601.5371,46.2871,5.513,6.7547,0.2945,74.0763,150.9642,16.4209,-0.4057,-0.9151,-0.6604
Russian Federation,2014,39.7733,42.5182,13.2554,67.3831,57.72,184.8933,9.158395549600886,9493.8125,47.8013,5.212,7.8202,0.3776,74.1776,152.5129,17.2161,-0.4502,-0.8526,-0.6514
Russian Federation,2015,39.7398,42.72,10.6421,70.17503333333333,61.987633333333335,172.0438,9.135370448449086,9277.7139,49.3593,5.615,15.5344,0.5063,74.2759,156.4186,18.4997,-0.5155,-0.9088,-0.7121500000000001
Russian Federation,2016,39.7079,42.8059,9.1831,72.96696666666666,66.25526666666667,167.7873,9.134465020465727,9269.3174,46.5181,5.591,7.0424,0.5239,74.3703,157.174,18.8798,-0.4243,-0.8671,-0.6456999999999999
Russian Federation,2017,39.7174,42.5112,10.2884,75.7589,70.5229,162.793,9.150483790766037,9418.9961,46.8765,5.238,3.6833,0.5231,74.46,155.4858,21.2764,-0.3965,-0.8372,-0.61685
Russian Federation,2018,39.7487,41.9168,11.4688,79.249,74.745925,159.4548,9.177278512487906,9674.7871,51.5809,4.871,2.8783,0.5604,74.5443,156.6829,21.8963,-0.3577,-0.8325,-0.5951
Russian Federation,2019,39.5939,41.7804,10.9384,82.73910000000001,78.96895,163.2389,9.19847266853845,9882.0244,49.2288,4.513,4.472,0.6162,74.6223,163.6463,22.4233,-0.3542,-0.8668,-0.6105
Russian Federation,2020,39.0937,43.0736,10.7991,86.2292,83.19197500000001,162.2596,9.172879929437135,9632.3252,45.9669,5.62,3.3822,0.6641,74.6932,163.1011,23.1557,-0.445,-0.8254,-0.6352
Tajikistan,2011,41.475,40.7656,10.037176470588236,2.5349,0.0,7.0707,6.696253943308208,809.3682,79.7842,7.04,12.4315,41.738,26.4792,80.8201,0.0642,-0.9934,-1.2277,-1.11055
Tajikistan,2012,42.0564,40.295,10.068058823529412,5.509666666666666,1.9876036113923305,8.8723,6.744670424673238,849.5191,83.1759,7.022,5.8312,42.2158,26.4102,81.4566,0.0674,-0.9521,-1.2277,-1.0899
Tajikistan,2013,42.4303,40.2008,10.098941176470587,8.484433333333332,7.710580710007584,11.0187,6.791089319164149,889.8824,71.7437,7.019,5.0096,43.7684,26.4883,91.7288,0.0706,-0.962,-1.2632,-1.1126
Tajikistan,2014,42.2822,39.7462,10.129823529411764,11.4592,8.7473,13.7698,6.830842916661176,925.971,54.6072,7.024,6.1044,37.136,26.5634,94.9386,0.0724,-0.9411,-1.1408,-1.04095
Tajikistan,2015,43.011,39.4062,10.160705882352941,23.31426666666667,20.476066666666668,14.5152,6.863715926812987,956.9163,49.9378,7.033,5.7146,27.3066,26.4788,98.2087,0.0694,-0.9221,-1.0909,-1.0065
Tajikistan,2016,43.2744,38.8824,10.191588235294118,35.169333333333334,32.20483333333333,14.8372,6.905104368421482,997.3526,55.7246,7.036,6.0046,26.7061,26.3719,106.0274,0.0677,-0.9548,-1.1009,-1.02785
Tajikistan,2017,43.0029,38.6427,10.222470588235295,47.0244,43.9336,12.4128,6.949150453203518,1042.2639,53.7861,7.035,5.417801483206613,29.685,26.2732,109.0035,0.066,-0.7907,-1.1642,-0.9774499999999999
Tajikistan,2018,42.9983,38.485,10.253352941176471,45.14035,41.2335,12.0106,6.998327159848276,1094.8002,55.8461,7.028,5.093819242870385,28.1177,26.2339,107.4422,0.0645,-0.7695,-1.1001,-0.9348000000000001
Tajikistan,2019,43.2154,37.5825,10.284235294117646,43.256299999999996,38.5334,15.2298,7.04607862185167,1148.3468,56.045,7.026,4.278162985303229,27.9718,26.1301,115.3729,0.063,-0.8009,-1.2464,-1.02365
Tajikistan,2020,43.002,37.6737,10.315117647058823,41.37225,35.8333,21.8597,7.0663827515736095,1171.9013,55.7491,7.576,5.00179727840681,26.8849,26.1925,62.2826,0.37,-0.8082,-1.2395,-1.02385
Ukraine,2011,46.4594,47.4782,17.84,41.2686,29.2582383690105,83.0612,7.790745988570354,2418.1208,104.8051,7.851,7.9557,4.6193,68.7234,121.9416,6.9562,-0.7941,-0.7664,-0.78025
Ukraine,2012,46.5442,47.6002,17.6333,45.083999999999996,35.442958447326156,91.3794,7.794382115892701,2426.9294,102.6228,7.529,0.5687,4.6273,68.8242,130.859,8.0376,-0.6915,-0.674,-0.68275
Ukraine,2013,46.715,47.5637,16.8987,48.8994,41.6511320102011,102.4496,7.796640404423962,2432.4163,94.0017,7.17,0.0,5.0746,68.9326,138.4411,8.8584,-0.6663,-0.7206,-0.69345
Ukraine,2014,45.9817,47.5931,17.2943,52.7148,48.3249,93.4998,7.744415444907353,2308.6436,100.6918,9.27,12.0719,5.5085,69.0554,144.2788,9.3062,-0.6229,-0.7255,-0.6742
Ukraine,2015,45.0853,47.7882,20.4514,56.11063333333333,52.45773333333333,85.7329,7.647057679101523,2094.4739,107.8066,9.14,48.6999,9.3089,69.1587,142.003,11.6437,-0.617,-0.6999,-0.65845
Ukraine,2016,45.2024,47.5206,19.6301,59.50646666666666,56.59056666666667,87.3945,7.6760484285049575,2156.083,105.5212,9.35,13.9127,10.1461,69.2102,133.169,12.0343,-0.5227,-0.6453,-0.5840000000000001
Ukraine,2017,45.2354,47.8649,20.0524,62.9023,60.7234,96.251,7.70424975503145,2217.7529,104.035,9.5,14.4383,10.8234,69.2633,131.3565,12.3535,-0.3684,-0.5761,-0.47224999999999995
Ukraine,2018,45.5438,47.3939,20.1426,68.067925,65.876925,95.6773,7.74442558067773,2308.667,99.1998,8.799,10.9519,11.2261,69.3158,127.7539,12.8033,-0.3506,-0.5163,-0.43345
Ukraine,2019,45.9374,46.5629,19.1961,73.23355000000001,71.03045,94.4364,7.782423028964618,2398.0784,90.5112,8.194,7.8867,10.2597,69.3528,130.6294,16.1591,-0.29,-0.5856,-0.43779999999999997
Ukraine,2020,46.0136,46.9246,19.1514,78.399175,76.183975,91.8223,7.751091330329124,2324.1074,79.1565,9.475,2.7325,9.7135,69.3839,129.3412,18.617,-0.3496,-0.567,-0.4583
