country,year,SHADOW (author: WB Informal Economy DB - DGE),SHADOW_MIMIC (author: MIMIC series),TAX,ACCOUNT,DIGPAY,"ATM_per100k (WB, real)",POS_ATM (author: add POS from IMF FAS),CASHLESS_VAL (author: IMF FAS),"CASH (author: currency/M2, IFS/central bank)",GDPPC_USD,OPEN,UNEMP,INFL,REMIT,URBAN,MOBILE,REG_QUALITY,RULE_OF_LAW,INST,MOBILE_COVERAGE (author: ITU),BROADBAND
Bulgaria,2011,,,17.8827,52.8249,,93.7032,,,,6605.6462,117.4181,11.26,4.2199,2.5712,72.6102,141.9383,0.3294,-0.3367,-0.0036,,17.0297
Bulgaria,2012,,,18.3853,,,92.8541,,,,6693.7698,123.9713,12.27,2.9546,2.6683,72.7685,147.3379,0.3315,-0.2175,0.057,,18.2007
Bulgaria,2013,,,19.6863,,,94.8192,,,,6793.0825,129.6887,12.941,0.8901,2.9862,72.9633,144.3551,0.2963,-0.2313,0.0325,,19.5682
Bulgaria,2014,,,19.5666,62.9868,51.7619,92.0931,,,,6941.3732,130.2484,11.424,-1.4182,3.0094,73.0845,131.3351,0.3083,-0.2149,0.0467,,20.5011
Bulgaria,2015,,,20.0778,,,93.3991,,,,7269.0259,126.7367,9.143,-0.1046,3.0016,73.1031,128.1033,0.4178,-0.2081,0.1048,,22.4944
Bulgaria,2016,,,20.333,,,97.0266,,,,7586.8917,122.8055,7.575,-0.7986,3.0207,73.175,125.906,0.5564,-0.1981,0.1792,,23.8177
Bulgaria,2017,,,20.5232,72.204,64.9151,98.2475,,,,7899.1106,129.6344,6.164,2.0616,3.5146,73.3905,120.5956,0.538,-0.2333,0.1524,,25.3925
Bulgaria,2018,,,19.9835,,,97.4426,,,,8194.793,129.1665,5.211,2.8145,3.2105,73.6002,119.3945,0.4816,-0.1407,0.1704,,27.1034
Bulgaria,2019,,,20.5951,,,99.1036,,,,8626.575,125.2604,4.148,3.1037,3.1172,73.7162,116.617,0.4581,-0.1406,0.1588,,28.8837
Bulgaria,2020,,,20.1967,,,96.3371,,,,8440.5142,110.4239,5.037,1.6724,2.8166,73.324,114.5967,0.3077,-0.1505,0.0786,,30.5043
Bulgaria,2021,,,20.5918,83.9665,75.2259,94.3425,,,,9161.9454,121.2141,5.166,3.2977,2.3825,73.3468,114.912,0.3229,-0.0377,0.1426,,32.7688
Bulgaria,2022,,,21.7264,,,90.0795,,,,9598.3583,138.8449,4.148,15.3253,2.3114,73.4799,116.6792,0.2476,-0.0998,0.0739,,34.9668
Croatia,2004,,,20.8831,,,,,,,11059.1274,81.646,13.664,2.0554,3.7182,55.5891,65.788,0.3768,0.1523,0.2646,,0.6079
Croatia,2005,,,20.8852,,,63.602,,,,11522.9446,81.493,12.598,3.3172,4.1643,55.5307,84.6024,0.4102,0.1339,0.2721,,2.6936
Croatia,2006,,,21.456,,,72.6462,,,,12104.2947,83.5173,11.13,3.1898,3.8846,55.4686,101.8398,0.3209,0.0338,0.1774,,5.8344
Croatia,2007,,,21.4886,,,82.2625,,,,12718.2002,83.2601,9.909,2.8993,3.7591,55.4077,116.6505,0.3734,0.152,0.2627,,8.9679
Croatia,2008,,,21.2698,,,91.7035,,,,12970.5144,82.0793,8.53,6.077,3.6588,55.3531,105.5659,0.3535,0.0856,0.2195,,12.2372
Croatia,2009,,,20.2772,,,98.8294,,,,12099.7045,69.7025,9.202,2.3785,3.6409,55.3097,108.4557,0.3772,0.1084,0.2428,,16.6419
Croatia,2010,,,20.281,,,104.2736,,,,11965.1415,72.6476,11.62,1.0306,3.878,55.2825,114.5823,0.3131,0.214,0.2636,,19.48
Croatia,2011,,,19.6485,88.391,,109.43,,,,11993.1337,77.7839,13.678,2.2727,4.0135,55.2774,119.4896,0.2745,0.2402,0.2574,,20.8566
Croatia,2012,,,20.1296,,,112.6911,,,,11780.5853,79.0092,16.046,3.4121,3.6226,55.3043,116.7193,0.2064,0.2677,0.237,,21.5819
Croatia,2013,,,20.5988,,,114.3089,,,,11838.4554,80.9196,17.231,2.2166,4.6264,55.3659,111.2818,0.2264,0.2616,0.244,,22.5043
Croatia,2014,,,20.3827,86.0251,76.0833,117.8034,,,,11862.7816,85.2166,17.209,-0.2152,4.6528,55.4592,105.7323,0.1191,0.3591,0.2391,,23.3319
Croatia,2015,,,21.4161,,,124.6391,,,,12283.875,90.6518,16.15,-0.4645,5.2496,55.5813,105.5436,0.1463,0.3335,0.2399,,23.5726
Croatia,2016,,,21.9038,,,129.7263,,,,12848.4737,92.1393,13.015,-1.125,6.1216,55.7294,106.7184,0.1803,0.3048,0.2425,,25.2341
Croatia,2017,,,22.0182,86.1435,83.133,143.1119,,,,13485.3711,97.2452,11.078,1.1294,6.5269,55.901,105.7948,0.2956,0.3433,0.3195,,26.8651
Croatia,2018,,,21.7868,,,151.0676,,,,14061.0597,99.0846,8.322,1.5001,6.5058,56.0932,109.034,0.3956,0.2554,0.3255,,28.0156
Croatia,2019,,,21.9731,,,161.3464,,,,14641.8736,101.3951,6.551,0.7718,6.966,56.3032,110.4938,0.3848,0.31,0.3474,,28.9683
Croatia,2020,,,20.8752,,,146.2132,,,,13545.7402,89.5475,7.389,0.1548,7.2375,56.5285,110.6663,0.2018,0.3487,0.2752,,26.0745
Croatia,2021,,,21.0722,91.8042,87.0846,141.275,,,,15395.2862,102.3276,7.483,2.5545,7.2227,56.7684,112.1694,0.3318,0.4128,0.3723,,26.7158
Croatia,2022,,,21.6759,,,126.6248,,,,16618.3334,125.4108,6.811,10.7806,7.5237,56.9978,114.6772,0.2993,0.4345,0.3669,,27.6607
Georgia,2004,,,15.1023,,,2.1624,,,,2105.0047,79.0407,12.62,5.6563,6.9964,52.7173,20.7256,-0.5059,-0.5358,-0.5209,,0.0468
Georgia,2005,,,16.5426,,,5.876,,,,2321.6008,84.5296,13.81,8.2471,6.957,53.0036,29.1672,-0.3366,-0.5277,-0.4321,,0.0594
Georgia,2006,,,18.5701,,,13.8685,,,,2554.8125,89.1254,13.57,9.161,8.0998,53.3594,42.6335,0.1418,-0.3293,-0.0937,,0.6756
Georgia,2007,,,20.9553,,,26.5913,,,,2891.137,88.3934,13.28,9.2449,8.6805,53.7706,65.5238,0.4072,-0.2271,0.0901,,1.1779
Georgia,2008,,,24.2245,,,42.4174,,,,2970.1586,86.2982,17.87,9.9995,8.3236,54.2233,69.9049,0.5765,-0.228,0.1743,,2.8451
Georgia,2009,,,23.5094,,,43.8634,,,,2887.2561,78.193,20.71,1.7275,10.3244,54.7034,72.392,0.5741,-0.1746,0.1998,,3.8276
Georgia,2010,,,21.1107,,,48.6354,,,,3090.0651,81.6734,20.203,7.1102,9.5272,55.1969,102.1129,0.644,-0.1153,0.2644,,4.6826
Georgia,2011,,,22.6614,32.981,,51.3089,,,,3362.103,85.4659,19.632,8.5429,9.9984,55.6899,114.5169,0.7158,-0.0187,0.3485,,6.4234
Georgia,2012,,,23.0885,,,63.7664,,,,3609.7808,89.7349,19.653,-0.9437,10.4775,56.1684,122.3841,0.6933,0.1864,0.4399,,12.0611
Georgia,2013,,,22.0626,,,68.3718,,,,3806.506,93.8139,19.416,-0.5121,11.1047,56.6182,131.0831,0.7283,0.1218,0.425,,13.5709
Georgia,2014,,,22.0531,39.6651,23.581,71.3003,,,,3960.3508,94.9507,17.439,3.0688,11.0568,57.0238,142.3909,0.8195,0.3528,0.5861,,15.8407
Georgia,2015,,,22.3477,,,70.5255,,,,4086.6223,97.0163,16.506,4.0036,9.582,57.3804,146.3965,0.8099,0.3406,0.5753,,16.7647
Georgia,2016,,,23.0424,,,74.9693,,,,4225.0915,94.9263,16.604,2.1349,9.8467,57.6984,145.8806,0.9448,0.3712,0.658,,17.9596
Georgia,2017,,,23.0135,61.2304,52.9539,76.6984,,,,4442.5074,102.5843,13.939,6.0353,10.8901,57.9997,145.0725,0.9416,0.2232,0.5824,,20.4644
Georgia,2018,,,22.0479,,,78.3546,,,,4713.6535,109.8477,12.667,2.6152,11.3631,58.3038,143.8581,0.8012,0.2664,0.5338,,22.5911
Georgia,2019,,,22.8973,,,85.9058,,,,4975.8115,117.8101,11.565,4.8529,12.8029,58.6304,141.7554,0.8781,0.2144,0.5463,,24.6806
